licence_ref,licence_ref_n,year,issn,all_published,publisher,journal
http://creativecommons.org/licenses/by/3.0/,5,2013,0009-2614,1080,Elsevier BV,Chemical Physics Letters
http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,10,2013,0009-2665,221,American Chemical Society (ACS),Chemical Reviews
http://www.elsevier.com/tdm/userlicense/1.0/,230,2013,0009-2797,276,Elsevier BV,Chemico-Biological Interactions
http://www.elsevier.com/open-access/userlicense/1.0/,13,2013,0009-2797,276,Elsevier BV,Chemico-Biological Interactions
http://creativecommons.org/licenses/by-nc-nd/3.0/,2,2013,0009-2797,276,Elsevier BV,Chemico-Biological Interactions
http://creativecommons.org/licenses/by/3.0/,1,2013,0009-2797,276,Elsevier BV,Chemico-Biological Interactions
http://www.elsevier.com/tdm/userlicense/1.0/,37,2013,0009-3084,82,Elsevier BV,Chemistry and Physics of Lipids
http://creativecommons.org/licenses/by-nc-nd/3.0/,1,2013,0009-3084,82,Elsevier BV,Chemistry and Physics of Lipids
http://doi.wiley.com/10.1002/tdm_license_1.1,167,2013,0009-3920,167,Wiley-Blackwell,Child Development
NA,NA,2013,0009-398X,77,Springer Nature,Child Psychiatry & Human Development
NA,NA,2013,0009-4722,216,Springer Nature,Der Chirurg
NA,NA,2013,0009-5893,227,Springer Nature,Chromatographia
NA,NA,2013,0009-5915,55,Springer Nature,Chromosoma
NA,NA,2013,0009-725X,42,Springer Nature,Rendiconti del Circolo Matematico di Palermo
NA,NA,2013,0009-7322,1105,Ovid Technologies (Wolters Kluwer Health),Circulation
NA,NA,2013,0009-7330,425,Ovid Technologies (Wolters Kluwer Health),Circulation Research
http://www.elsevier.com/tdm/userlicense/1.0/,348,2013,0009-8981,399,Elsevier BV,Clinica Chimica Acta
http://creativecommons.org/licenses/by-nc-nd/3.0/,10,2013,0009-8981,399,Elsevier BV,Clinica Chimica Acta
http://www.elsevier.com/open-access/userlicense/1.0/,7,2013,0009-8981,399,Elsevier BV,Clinica Chimica Acta
http://creativecommons.org/licenses/by/3.0/,3,2013,0009-8981,399,Elsevier BV,Clinica Chimica Acta
http://creativecommons.org/licenses/by-nc-sa/3.0/,1,2013,0009-8981,399,Elsevier BV,Clinica Chimica Acta
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2013,0009-8981,399,Elsevier BV,Clinica Chimica Acta
http://doi.wiley.com/10.1002/tdm_license_1.1,202,2013,0009-9104,202,Wiley-Blackwell,Clinical & Experimental Immunology
http://doi.wiley.com/10.1002/tdm_license_1.1,306,2013,0009-9163,306,Wiley-Blackwell,Clinical Genetics
NA,NA,2013,0009-921X,675,Springer Nature,Clinical Orthopaedics and Related Research®
NA,NA,2013,0009-9236,261,Springer Nature,Clinical Pharmacology & Therapeutics
http://www.elsevier.com/tdm/userlicense/1.0/,378,2013,0009-9260,400,Elsevier BV,Clinical Radiology
http://creativecommons.org/licenses/by/3.0/,1,2013,0009-9260,400,Elsevier BV,Clinical Radiology
http://creativecommons.org/licenses/by-nc-sa/3.0/,1,2013,0009-9260,400,Elsevier BV,Clinical Radiology
http://www.elsevier.com/tdm/userlicense/1.0/,132,2013,0010-0277,194,Elsevier BV,Cognition
http://creativecommons.org/licenses/by/3.0/,4,2013,0010-0277,194,Elsevier BV,Cognition
http://creativecommons.org/licenses/by-nc-sa/3.0/,1,2013,0010-0277,194,Elsevier BV,Cognition
http://creativecommons.org/licenses/by-nc-nd/3.0/,1,2013,0010-0277,194,Elsevier BV,Cognition
http://www.elsevier.com/tdm/userlicense/1.0/,183,2013,0010-2180,280,Elsevier BV,Combustion and Flame
http://creativecommons.org/licenses/by/3.0/,2,2013,0010-2180,280,Elsevier BV,Combustion and Flame
NA,NA,2013,0010-3616,210,Springer Nature,Communications in Mathematical Physics
NA,NA,2013,0010-3853,120,Springer Nature,Community Mental Health Journal
NA,NA,2013,0010-4140,78,SAGE Publications,Comparative Political Studies
http://www.elsevier.com/tdm/userlicense/1.0/,319,2013,0010-440X,319,Elsevier BV,Comprehensive Psychiatry
http://www.elsevier.com/open-access/userlicense/1.0/,3,2013,0010-440X,319,Elsevier BV,Comprehensive Psychiatry
http://www.elsevier.com/tdm/userlicense/1.0/,251,2013,0010-4655,311,Elsevier BV,Computer Physics Communications
http://creativecommons.org/licenses/by-nc-nd/3.0/,3,2013,0010-4655,311,Elsevier BV,Computer Physics Communications
http://creativecommons.org/licenses/by/3.0/,1,2013,0010-4655,311,Elsevier BV,Computer Physics Communications
http://creativecommons.org/licenses/by-nc-sa/3.0/,1,2013,0010-4655,311,Elsevier BV,Computer Physics Communications
http://www.elsevier.com/tdm/userlicense/1.0/,120,2013,0010-4825,265,Elsevier BV,Computers in Biology and Medicine
http://www.elsevier.com/open-access/userlicense/1.0/,5,2013,0010-4825,265,Elsevier BV,Computers in Biology and Medicine
http://creativecommons.org/licenses/by-nc-sa/3.0/,1,2013,0010-4825,265,Elsevier BV,Computers in Biology and Medicine
http://creativecommons.org/licenses/by-nc-nd/3.0/,1,2013,0010-4825,265,Elsevier BV,Computers in Biology and Medicine
NA,NA,2013,0010-485X,119,Springer Nature,Computing
http://www.elsevier.com/tdm/userlicense/1.0/,516,2013,0010-7824,516,Elsevier BV,Contraception
NA,NA,2013,0010-7999,109,Springer Nature,Contributions to Mineralogy and Petrology
NA,NA,2013,0010-8367,40,SAGE Publications,Cooperation and Conflict
http://www.elsevier.com/tdm/userlicense/1.0/,141,2013,0010-8545,193,Elsevier BV,Coordination Chemistry Reviews
http://creativecommons.org/licenses/by/4.0/,1,2013,0010-8545,193,Elsevier BV,Coordination Chemistry Reviews
http://creativecommons.org/licenses/by/3.0/,1,2013,0010-8545,193,Elsevier BV,Coordination Chemistry Reviews
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2013,0010-8545,193,Elsevier BV,Coordination Chemistry Reviews
http://www.elsevier.com/tdm/userlicense/1.0/,472,2013,0010-938X,472,Elsevier BV,Corrosion Science
http://creativecommons.org/licenses/by/3.0/,2,2013,0010-938X,472,Elsevier BV,Corrosion Science
http://creativecommons.org/licenses/by-nc-nd/3.0/,2,2013,0010-938X,472,Elsevier BV,Corrosion Science
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2013,0010-938X,472,Elsevier BV,Corrosion Science
http://www.elsevier.com/tdm/userlicense/1.0/,309,2013,0010-9452,309,Elsevier BV,Cortex
http://creativecommons.org/licenses/by/3.0/,16,2013,0010-9452,309,Elsevier BV,Cortex
http://creativecommons.org/licenses/by-nc-nd/3.0/,2,2013,0010-9452,309,Elsevier BV,Cortex
NA,NA,2013,0011-3921,58,SAGE Publications,Current Sociology
NA,NA,2013,0012-0936,24,Springer Nature,Deutsche Vierteljahrsschrift für Literaturwissenschaft und Geistesgeschichte
http://www.elsevier.com/tdm/userlicense/1.0/,391,2013,0012-1606,391,Elsevier BV,Developmental Biology
http://www.elsevier.com/open-access/userlicense/1.0/,356,2013,0012-1606,391,Elsevier BV,Developmental Biology
http://creativecommons.org/licenses/by/3.0/,16,2013,0012-1606,391,Elsevier BV,Developmental Biology
http://creativecommons.org/licenses/by-nc-nd/3.0/,15,2013,0012-1606,391,Elsevier BV,Developmental Biology
http://creativecommons.org/licenses/by-nc-sa/3.0/,2,2013,0012-1606,391,Elsevier BV,Developmental Biology
http://creativecommons.org/licenses/by/4.0/,1,2013,0012-1606,391,Elsevier BV,Developmental Biology
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2013,0012-1606,391,Elsevier BV,Developmental Biology
http://doi.wiley.com/10.1002/tdm_license_1.1,300,2013,0012-1622,300,Wiley-Blackwell,Developmental Medicine & Child Neurology
http://www.diabetesjournals.org/site/license,53,2013,0012-1797,604,American Diabetes Association,Diabetes
NA,NA,2013,0012-186X,340,Springer Nature,Diabetologia
http://www.elsevier.com/tdm/userlicense/1.0/,255,2013,0012-365X,348,Elsevier BV,Discrete Mathematics
http://www.elsevier.com/open-access/userlicense/1.0/,212,2013,0012-365X,348,Elsevier BV,Discrete Mathematics
http://creativecommons.org/licenses/by-nc-nd/3.0/,2,2013,0012-365X,348,Elsevier BV,Discrete Mathematics
http://www.elsevier.com/tdm/userlicense/1.0/,1836,2013,0012-3692,1836,Elsevier BV,Chest
http://creativecommons.org/licenses/by-nc-nd/3.0/,5,2013,0012-3692,1836,Elsevier BV,Chest
NA,NA,2013,0012-4486,56,Springer Nature,Documenta Ophthalmologica
NA,NA,2013,0012-6667,166,Springer Nature,Drugs
http://www.elsevier.com/tdm/userlicense/1.0/,379,2013,0012-821X,544,Elsevier BV,Earth and Planetary Science Letters
http://creativecommons.org/licenses/by/3.0/,13,2013,0012-821X,544,Elsevier BV,Earth and Planetary Science Letters
http://creativecommons.org/licenses/by-nc-nd/3.0/,5,2013,0012-821X,544,Elsevier BV,Earth and Planetary Science Letters
http://creativecommons.org/licenses/by-nc-sa/3.0/,3,2013,0012-821X,544,Elsevier BV,Earth and Planetary Science Letters
http://creativecommons.org/licenses/by-nc-nd/4.0/,2,2013,0012-821X,544,Elsevier BV,Earth and Planetary Science Letters
http://creativecommons.org/licenses/by/4.0/,1,2013,0012-821X,544,Elsevier BV,Earth and Planetary Science Letters
http://www.elsevier.com/tdm/userlicense/1.0/,52,2013,0012-8252,99,Elsevier BV,Earth-Science Reviews
http://creativecommons.org/licenses/by/3.0/,2,2013,0012-8252,99,Elsevier BV,Earth-Science Reviews
http://creativecommons.org/licenses/by-nc-sa/3.0/,1,2013,0012-8252,99,Elsevier BV,Earth-Science Reviews
http://creativecommons.org/licenses/by-nc-nd/3.0/,1,2013,0012-8252,99,Elsevier BV,Earth-Science Reviews
NA,NA,2013,0013-0001,35,Springer Nature,Economic Botany
http://doi.wiley.com/10.1002/tdm_license_1.1,131,2013,0013-0117,131,Wiley-Blackwell,The Economic History Review
http://doi.wiley.com/10.1002/tdm_license_1.1,84,2013,0013-0133,84,Wiley-Blackwell,The Economic Journal
NA,NA,2013,0013-063X,22,Springer Nature,De Economist
NA,NA,2013,0013-1644,53,SAGE Publications,Educational and Psychological Measurement
NA,NA,2013,0013-1911,102,Informa UK Limited,Educational Review
NA,NA,2013,0013-1954,69,Springer Nature,Educational Studies in Mathematics
http://www.elsevier.com/tdm/userlicense/1.0/,1709,2013,0013-4686,2302,Elsevier BV,Electrochimica Acta
http://creativecommons.org/licenses/by/3.0/,9,2013,0013-4686,2302,Elsevier BV,Electrochimica Acta
http://creativecommons.org/licenses/by-nc-nd/3.0/,7,2013,0013-4686,2302,Elsevier BV,Electrochimica Acta
http://creativecommons.org/licenses/by-nc-sa/3.0/,3,2013,0013-4686,2302,Elsevier BV,Electrochimica Acta
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2013,0013-4686,2302,Elsevier BV,Electrochimica Acta
NA,NA,2013,0013-5194,1016,Institution of Engineering and Technology (IET),Electronics Letters
NA,NA,2013,0013-7227,497,The Endocrine Society,Endocrinology
NA,NA,2013,0013-791X,23,Informa UK Limited,The Engineering Economist
http://www.elsevier.com/tdm/userlicense/1.0/,140,2013,0013-7952,250,Elsevier BV,Engineering Geology
http://creativecommons.org/licenses/by-nc-nd/3.0/,3,2013,0013-7952,250,Elsevier BV,Engineering Geology
http://creativecommons.org/licenses/by-nc-sa/3.0/,1,2013,0013-7952,250,Elsevier BV,Engineering Geology
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2013,0013-7952,250,Elsevier BV,Engineering Geology
http://doi.wiley.com/10.1002/tdm_license_1.1,122,2013,0013-8703,122,Wiley-Blackwell,Entomologia Experimentalis et Applicata
http://www.elsevier.com/tdm/userlicense/1.0/,152,2013,0013-9351,152,Elsevier BV,Environmental Research
http://creativecommons.org/licenses/by/3.0/,2,2013,0013-9351,152,Elsevier BV,Environmental Research
http://creativecommons.org/licenses/by-nc-nd/3.0/,2,2013,0013-9351,152,Elsevier BV,Environmental Research
http://creativecommons.org/licenses/by-nc-sa/3.0/,1,2013,0013-9351,152,Elsevier BV,Environmental Research
http://pubs.acs.org/page/policy/authorchoice_termsofuse.html,50,2013,0013-936X,1844,American Chemical Society (ACS),Environmental Science & Technology
http://pubs.acs.org/page/policy/authorchoice_ccby_termsofuse.html,9,2013,0013-936X,1844,American Chemical Society (ACS),Environmental Science & Technology
http://pubs.acs.org/page/policy/authorchoice_ccbyncnd_termsofuse.html,1,2013,0013-936X,1844,American Chemical Society (ACS),Environmental Science & Technology
http://doi.wiley.com/10.1002/tdm_license_1.1,392,2013,0013-9580,422,Wiley-Blackwell,Epilepsia
http://onlinelibrary.wiley.com/termsAndConditions,30,2013,0013-9580,422,Wiley-Blackwell,Epilepsia
http://doi.wiley.com/10.1002/tdm_license_1,30,2013,0013-9580,422,Wiley-Blackwell,Epilepsia
NA,NA,2013,0014-0139,201,Informa UK Limited,Ergonomics
NA,NA,2013,0014-1844,78,Informa UK Limited,Ethnos
NA,NA,2013,0014-2336,194,Springer Nature,Euphytica
http://www.elsevier.com/tdm/userlicense/1.0/,73,2013,0014-2921,113,Elsevier BV,European Economic Review
http://creativecommons.org/licenses/by/3.0/,3,2013,0014-2921,113,Elsevier BV,European Economic Review
http://creativecommons.org/licenses/by-nc-nd/3.0/,2,2013,0014-2921,113,Elsevier BV,European Economic Review
http://doi.wiley.com/10.1002/tdm_license_1.1,405,2013,0014-2980,438,Wiley-Blackwell,European Journal of Immunology
http://doi.wiley.com/10.1002/tdm_license_1,33,2013,0014-2980,438,Wiley-Blackwell,European Journal of Immunology
http://onlinelibrary.wiley.com/termsAndConditions,29,2013,0014-2980,438,Wiley-Blackwell,European Journal of Immunology
http://creativecommons.org/licenses/by/3.0/,3,2013,0014-2980,438,Wiley-Blackwell,European Journal of Immunology
http://creativecommons.org/licenses/by-nc/3.0/,1,2013,0014-2980,438,Wiley-Blackwell,European Journal of Immunology
http://www.elsevier.com/tdm/userlicense/1.0/,494,2013,0014-2999,721,Elsevier BV,European Journal of Pharmacology
http://www.elsevier.com/open-access/userlicense/1.0/,16,2013,0014-2999,721,Elsevier BV,European Journal of Pharmacology
http://creativecommons.org/licenses/by/3.0/,4,2013,0014-2999,721,Elsevier BV,European Journal of Pharmacology
http://creativecommons.org/licenses/by-nc-nd/3.0/,2,2013,0014-2999,721,Elsevier BV,European Journal of Pharmacology
http://www.elsevier.com/tdm/userlicense/1.0/,312,2013,0014-3057,443,Elsevier BV,European Polymer Journal
http://creativecommons.org/licenses/by-nc-nd/3.0/,12,2013,0014-3057,443,Elsevier BV,European Polymer Journal
http://creativecommons.org/licenses/by-nc-nd/4.0/,3,2013,0014-3057,443,Elsevier BV,European Polymer Journal
NA,NA,2013,0014-3065,21,Springer Nature,Potato Research
http://doi.wiley.com/10.1002/tdm_license_1.1,287,2013,0014-3820,287,Wiley-Blackwell,Evolution
NA,NA,2013,0014-4819,432,Springer Nature,Experimental Brain Research
http://www.elsevier.com/tdm/userlicense/1.0/,312,2013,0014-4827,338,Elsevier BV,Experimental Cell Research
http://creativecommons.org/licenses/by-nc-nd/3.0/,12,2013,0014-4827,338,Elsevier BV,Experimental Cell Research
http://creativecommons.org/licenses/by/3.0/,2,2013,0014-4827,338,Elsevier BV,Experimental Cell Research
http://creativecommons.org/licenses/by-nc-sa/3.0/,1,2013,0014-4827,338,Elsevier BV,Experimental Cell Research
http://www.elsevier.com/tdm/userlicense/1.0/,219,2013,0014-4835,249,Elsevier BV,Experimental Eye Research
http://creativecommons.org/licenses/by-nc-nd/3.0/,7,2013,0014-4835,249,Elsevier BV,Experimental Eye Research
http://creativecommons.org/licenses/by/3.0/,3,2013,0014-4835,249,Elsevier BV,Experimental Eye Research
http://creativecommons.org/licenses/by-nc-sa/3.0/,1,2013,0014-4835,249,Elsevier BV,Experimental Eye Research
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2013,0014-4835,249,Elsevier BV,Experimental Eye Research
NA,NA,2013,0014-4851,132,Springer Nature,Experimental Mechanics
http://www.elsevier.com/tdm/userlicense/1.0/,326,2013,0014-4886,343,Elsevier BV,Experimental Neurology
http://creativecommons.org/licenses/by-nc-nd/3.0/,7,2013,0014-4886,343,Elsevier BV,Experimental Neurology
http://www.elsevier.com/open-access/userlicense/1.0/,4,2013,0014-4886,343,Elsevier BV,Experimental Neurology
http://creativecommons.org/licenses/by/3.0/,4,2013,0014-4886,343,Elsevier BV,Experimental Neurology
http://creativecommons.org/licenses/by-nc-sa/3.0/,3,2013,0014-4886,343,Elsevier BV,Experimental Neurology
http://www.elsevier.com/tdm/userlicense/1.0/,250,2013,0014-4894,261,Elsevier BV,Experimental Parasitology
http://www.elsevier.com/open-access/userlicense/1.0/,28,2013,0014-4894,261,Elsevier BV,Experimental Parasitology
http://creativecommons.org/licenses/by/3.0/,3,2013,0014-4894,261,Elsevier BV,Experimental Parasitology
http://creativecommons.org/licenses/by-nc-nd/3.0/,2,2013,0014-4894,261,Elsevier BV,Experimental Parasitology
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2013,0014-4894,261,Elsevier BV,Experimental Parasitology
http://www.elsevier.com/tdm/userlicense/1.0/,23,2013,0014-4983,48,Elsevier BV,Explorations in Economic History
http://doi.wiley.com/10.1002/tdm_license_1.1,651,2013,0014-5793,652,Wiley-Blackwell,FEBS Letters
http://doi.wiley.com/10.1002/tdm_license_1,618,2013,0014-5793,652,Wiley-Blackwell,FEBS Letters
http://www.elsevier.com/tdm/userlicense/1.0/,23,2013,0014-5793,652,Wiley-Blackwell,FEBS Letters
http://www.elsevier.com/open-access/userlicense/1.0/,22,2013,0014-5793,652,Wiley-Blackwell,FEBS Letters
http://onlinelibrary.wiley.com/termsAndConditions,13,2013,0014-5793,652,Wiley-Blackwell,FEBS Letters
http://creativecommons.org/licenses/by/4.0/,1,2013,0014-5793,652,Wiley-Blackwell,FEBS Letters
http://creativecommons.org/licenses/by-nc-nd/3.0/,1,2013,0014-5793,652,Wiley-Blackwell,FEBS Letters
http://www.elsevier.com/tdm/userlicense/1.0/,2611,2013,0015-0282,2611,Elsevier BV,Fertility and Sterility
http://creativecommons.org/licenses/by/3.0/,3,2013,0015-0282,2611,Elsevier BV,Fertility and Sterility
http://creativecommons.org/licenses/by-nc-nd/3.0/,2,2013,0015-0282,2611,Elsevier BV,Fertility and Sterility
http://creativecommons.org/licenses/by-nc-nd/4.0/,1,2013,0015-0282,2611,Elsevier BV,Fertility and Sterility
NA,NA,2013,0015-2684,64,Springer Nature,Fire Technology
NA,NA,2013,0015-5632,74,Springer Nature,Folia Microbiologica
NA,NA,2013,0015-752X,69,Oxford University Press (OUP),Forestry
NA,NA,2013,0015-8518,69,Oxford University Press (OUP),Forum for Modern Language Studies
NA,NA,2013,0015-9018,67,Springer Nature,Foundations of Physics
http://www.elsevier.com/tdm/userlicense/1.0/,1007,2013,0016-2361,1132,Elsevier BV,Fuel
http://www.elsevier.com/open-access/userlicense/1.0/,28,2013,0016-2361,1132,Elsevier BV,Fuel
http://creativecommons.org/licenses/by/3.0/,3,2013,0016-2361,1132,Elsevier BV,Fuel
http://creativecommons.org/licenses/by-nc-nd/3.0/,1,2013,0016-2361,1132,Elsevier BV,Fuel
http://www.elsevier.com/tdm/userlicense/1.0/,57,2013,0016-3287,86,Elsevier BV,Futures
http://creativecommons.org/licenses/by/3.0/,2,2013,0016-3287,86,Elsevier BV,Futures
http://creativecommons.org/licenses/by-nc-sa/3.0/,1,2013,0016-3287,86,Elsevier BV,Futures
