journal_title,publisher,year,yearly_jn_volume,license,license_ref_n,yearly_publisher_volume
Behavioral Ecology and Sociobiology,Springer Nature,2013,197,NA,NA,150563
Behavioral Ecology and Sociobiology,Springer Nature,2014,190,NA,NA,161462
Behavioral Ecology and Sociobiology,Springer Nature,2015,184,http://creativecommons.org/licenses/by/4.0,1,165397
Behavioral Ecology and Sociobiology,Springer Nature,2017,172,http://creativecommons.org/licenses/by/4.0,24,175964
Behavioral Ecology and Sociobiology,Springer Nature,2018,80,http://creativecommons.org/licenses/by/4.0,10,77031
Building Simulation,Springer Nature,2017,82,http://creativecommons.org/licenses/by/4.0,2,175964
Building Simulation,Springer Nature,2016,74,NA,NA,173019
Building Simulation,Springer Nature,2013,65,NA,NA,150563
Building Simulation,Springer Nature,2015,59,NA,NA,165397
Building Simulation,Springer Nature,2014,47,NA,NA,161462
Building Simulation,Springer Nature,2018,26,NA,NA,77031
Current Diabetes Reports,Springer Nature,2017,138,http://creativecommons.org/licenses/by/4.0,17,175964
Current Diabetes Reports,Springer Nature,2016,131,http://creativecommons.org/licenses/by/4.0,7,173019
Current Diabetes Reports,Springer Nature,2015,124,NA,NA,165397
Current Diabetes Reports,Springer Nature,2014,113,NA,NA,161462
Current Diabetes Reports,Springer Nature,2013,85,NA,NA,150563
Current Diabetes Reports,Springer Nature,2018,42,http://creativecommons.org/licenses/by/4.0,8,77031
Topics in Catalysis,Springer Nature,2013,315,NA,NA,150563
Topics in Catalysis,Springer Nature,2016,209,http://creativecommons.org/licenses/by/4.0,20,173019
Topics in Catalysis,Springer Nature,2015,163,NA,NA,165397
Topics in Catalysis,Springer Nature,2017,146,http://creativecommons.org/licenses/by/4.0,20,175964
Topics in Catalysis,Springer Nature,2014,119,NA,NA,161462
Topics in Catalysis,Springer Nature,2018,111,http://creativecommons.org/licenses/by/4.0,23,77031
Journal of Low Temperature Physics,Springer Nature,2016,298,http://creativecommons.org/licenses/by/4.0,13,173019
Journal of Low Temperature Physics,Springer Nature,2014,235,NA,NA,161462
Journal of Low Temperature Physics,Springer Nature,2013,177,NA,NA,150563
Journal of Low Temperature Physics,Springer Nature,2015,164,http://creativecommons.org/licenses/by/4.0,3,165397
Journal of Low Temperature Physics,Springer Nature,2018,119,http://creativecommons.org/licenses/by/4.0,5,77031
Journal of Low Temperature Physics,Springer Nature,2017,114,http://creativecommons.org/licenses/by/4.0,8,175964
Oecologia,Springer Nature,2015,332,NA,NA,165397
Oecologia,Springer Nature,2014,332,NA,NA,161462
Oecologia,Springer Nature,2013,296,NA,NA,150563
Oecologia,Springer Nature,2016,271,http://creativecommons.org/licenses/by/4.0,21,173019
Oecologia,Springer Nature,2017,248,http://creativecommons.org/licenses/by/4.0,27,175964
Oecologia,Springer Nature,2018,122,http://creativecommons.org/licenses/by/4.0,10,77031
Journal of Developmental and Physical Disabilities,Springer Nature,2016,61,http://creativecommons.org/licenses/by/4.0,3,173019
Journal of Developmental and Physical Disabilities,Springer Nature,2014,54,NA,NA,161462
Journal of Developmental and Physical Disabilities,Springer Nature,2017,53,http://creativecommons.org/licenses/by/4.0,2,175964
Journal of Developmental and Physical Disabilities,Springer Nature,2015,51,NA,NA,165397
Journal of Developmental and Physical Disabilities,Springer Nature,2013,40,NA,NA,150563
Journal of Developmental and Physical Disabilities,Springer Nature,2018,22,http://creativecommons.org/licenses/by/4.0,2,77031
Environmental Modeling & Assessment,Springer Nature,2015,56,NA,NA,165397
Environmental Modeling & Assessment,Springer Nature,2016,48,http://creativecommons.org/licenses/by/4.0,5,173019
Environmental Modeling & Assessment,Springer Nature,2014,47,NA,NA,161462
Environmental Modeling & Assessment,Springer Nature,2017,44,http://creativecommons.org/licenses/by/4.0,4,175964
Environmental Modeling & Assessment,Springer Nature,2013,40,NA,NA,150563
Environmental Modeling & Assessment,Springer Nature,2018,22,http://creativecommons.org/licenses/by/4.0,2,77031
Contributions to Mineralogy and Petrology,Springer Nature,2014,140,NA,NA,161462
Contributions to Mineralogy and Petrology,Springer Nature,2015,123,NA,NA,165397
Contributions to Mineralogy and Petrology,Springer Nature,2017,110,http://creativecommons.org/licenses/by/4.0,16,175964
Contributions to Mineralogy and Petrology,Springer Nature,2013,109,NA,NA,150563
Contributions to Mineralogy and Petrology,Springer Nature,2016,102,http://creativecommons.org/licenses/by/4.0,8,173019
Contributions to Mineralogy and Petrology,Springer Nature,2018,42,http://creativecommons.org/licenses/by/4.0,9,77031
"Flow, Turbulence and Combustion",Springer Nature,2016,104,http://creativecommons.org/licenses/by/4.0,16,173019
"Flow, Turbulence and Combustion",Springer Nature,2015,96,http://creativecommons.org/licenses/by/4.0,2,165397
"Flow, Turbulence and Combustion",Springer Nature,2013,88,NA,NA,150563
"Flow, Turbulence and Combustion",Springer Nature,2017,86,http://creativecommons.org/licenses/by/4.0,14,175964
"Flow, Turbulence and Combustion",Springer Nature,2014,65,NA,NA,161462
"Flow, Turbulence and Combustion",Springer Nature,2018,49,http://creativecommons.org/licenses/by/4.0,11,77031
Computational Mechanics,Springer Nature,2017,161,http://creativecommons.org/licenses/by/4.0,16,175964
Computational Mechanics,Springer Nature,2014,150,NA,NA,161462
Computational Mechanics,Springer Nature,2013,135,NA,NA,150563
Computational Mechanics,Springer Nature,2016,129,http://creativecommons.org/licenses/by/4.0,6,173019
Computational Mechanics,Springer Nature,2015,124,NA,NA,165397
Computational Mechanics,Springer Nature,2018,53,http://creativecommons.org/licenses/by/4.0,3,77031
International Journal of Computer Vision,Springer Nature,2016,102,http://creativecommons.org/licenses/by/4.0,14,173019
International Journal of Computer Vision,Springer Nature,2014,98,NA,NA,161462
International Journal of Computer Vision,Springer Nature,2013,90,NA,NA,150563
International Journal of Computer Vision,Springer Nature,2015,84,http://creativecommons.org/licenses/by/4.0,1,165397
International Journal of Computer Vision,Springer Nature,2017,78,http://creativecommons.org/licenses/by/4.0,18,175964
International Journal of Computer Vision,Springer Nature,2018,39,http://creativecommons.org/licenses/by/4.0,1,77031
Mineralium Deposita,Springer Nature,2017,74,http://creativecommons.org/licenses/by/4.0,5,175964
Mineralium Deposita,Springer Nature,2016,74,http://creativecommons.org/licenses/by/4.0,3,173019
Mineralium Deposita,Springer Nature,2015,65,NA,NA,165397
Mineralium Deposita,Springer Nature,2014,62,NA,NA,161462
Mineralium Deposita,Springer Nature,2013,53,NA,NA,150563
Mineralium Deposita,Springer Nature,2018,31,http://creativecommons.org/licenses/by/4.0,2,77031
Integral Equations and Operator Theory,Springer Nature,2013,91,NA,NA,150563
Integral Equations and Operator Theory,Springer Nature,2014,88,NA,NA,161462
Integral Equations and Operator Theory,Springer Nature,2017,75,http://creativecommons.org/licenses/by/4.0,11,175964
Integral Equations and Operator Theory,Springer Nature,2015,66,NA,NA,165397
Integral Equations and Operator Theory,Springer Nature,2016,64,http://creativecommons.org/licenses/by/4.0,6,173019
Integral Equations and Operator Theory,Springer Nature,2018,38,http://creativecommons.org/licenses/by/4.0,7,77031
Journal for General Philosophy of Science,Springer Nature,2016,40,http://creativecommons.org/licenses/by/4.0,2,173019
Journal for General Philosophy of Science,Springer Nature,2014,39,NA,NA,161462
Journal for General Philosophy of Science,Springer Nature,2015,35,http://creativecommons.org/licenses/by/4.0,3,165397
Journal for General Philosophy of Science,Springer Nature,2013,33,http://creativecommons.org/licenses/by/2.0,1,150563
Journal for General Philosophy of Science,Springer Nature,2017,28,http://creativecommons.org/licenses/by/4.0,2,175964
Journal for General Philosophy of Science,Springer Nature,2018,26,http://creativecommons.org/licenses/by/4.0,3,77031
Environmental Science and Pollution Research,Springer Nature,2017,2776,http://creativecommons.org/licenses/by/4.0,129,175964
Environmental Science and Pollution Research,Springer Nature,2016,2323,http://creativecommons.org/licenses/by/4.0,107,173019
Environmental Science and Pollution Research,Springer Nature,2015,1956,http://creativecommons.org/licenses/by/4.0,5,165397
Environmental Science and Pollution Research,Springer Nature,2014,1539,NA,NA,161462
Environmental Science and Pollution Research,Springer Nature,2018,1239,http://creativecommons.org/licenses/by/4.0,55,77031
Environmental Science and Pollution Research,Springer Nature,2013,1020,NA,NA,150563
Clinical Orthopaedics and Related Research®,Ovid Technologies (Wolters Kluwer Health),2013,757,NA,NA,757
Clinical Orthopaedics and Related Research®,Ovid Technologies (Wolters Kluwer Health),2014,673,NA,NA,673
Clinical Orthopaedics and Related Research®,Ovid Technologies (Wolters Kluwer Health),2015,562,http://creativecommons.org/licenses/by/4.0,1,562
Clinical Orthopaedics and Related Research®,Ovid Technologies (Wolters Kluwer Health),2016,527,http://creativecommons.org/licenses/by/4.0,21,527
Clinical Orthopaedics and Related Research®,Ovid Technologies (Wolters Kluwer Health),2017,311,http://creativecommons.org/licenses/by/4.0,11,311
Clinical Orthopaedics and Related Research®,Ovid Technologies (Wolters Kluwer Health),2018,245,NA,NA,245
Food Ethics,Springer Nature,2017,16,http://creativecommons.org/licenses/by/4.0,5,175964
Food Ethics,Springer Nature,2016,6,http://creativecommons.org/licenses/by/4.0,2,173019
Food Ethics,Springer Nature,2018,4,http://creativecommons.org/licenses/by/4.0,1,77031
The International Journal of Advanced Manufacturing Technology,Springer Nature,2016,1680,http://creativecommons.org/licenses/by/4.0,60,173019
The International Journal of Advanced Manufacturing Technology,Springer Nature,2017,1546,http://creativecommons.org/licenses/by/4.0,60,175964
The International Journal of Advanced Manufacturing Technology,Springer Nature,2015,1512,http://creativecommons.org/licenses/by/4.0,9,165397
The International Journal of Advanced Manufacturing Technology,Springer Nature,2014,1141,NA,NA,161462
The International Journal of Advanced Manufacturing Technology,Springer Nature,2013,853,NA,NA,150563
The International Journal of Advanced Manufacturing Technology,Springer Nature,2018,689,http://creativecommons.org/licenses/by/4.0,21,77031
Service Oriented Computing and Applications,Springer Nature,2013,26,NA,NA,150563
Service Oriented Computing and Applications,Springer Nature,2014,22,NA,NA,161462
Service Oriented Computing and Applications,Springer Nature,2017,20,http://creativecommons.org/licenses/by/4.0,3,175964
Service Oriented Computing and Applications,Springer Nature,2016,16,http://creativecommons.org/licenses/by/4.0,2,173019
Service Oriented Computing and Applications,Springer Nature,2015,14,http://creativecommons.org/licenses/by/4.0,2,165397
Service Oriented Computing and Applications,Springer Nature,2018,10,http://creativecommons.org/licenses/by/4.0,3,77031
Computational and Mathematical Organization Theory,Springer Nature,2016,33,http://creativecommons.org/licenses/by/4.0,4,173019
Computational and Mathematical Organization Theory,Springer Nature,2015,25,http://creativecommons.org/licenses/by/4.0,1,165397
Computational and Mathematical Organization Theory,Springer Nature,2013,24,NA,NA,150563
Computational and Mathematical Organization Theory,Springer Nature,2017,22,http://creativecommons.org/licenses/by/4.0,1,175964
Computational and Mathematical Organization Theory,Springer Nature,2018,13,NA,NA,77031
Computational and Mathematical Organization Theory,Springer Nature,2014,8,NA,NA,161462
Service Business,Springer Nature,2013,44,NA,NA,150563
Service Business,Springer Nature,2014,36,NA,NA,161462
Service Business,Springer Nature,2015,35,http://creativecommons.org/licenses/by/4.0,2,165397
Service Business,Springer Nature,2016,34,NA,NA,173019
Service Business,Springer Nature,2017,25,http://creativecommons.org/licenses/by/4.0,1,175964
Service Business,Springer Nature,2018,18,http://creativecommons.org/licenses/by/4.0,3,77031
DECISION,Springer Nature,2015,48,NA,NA,165397
DECISION,Springer Nature,2014,43,NA,NA,161462
DECISION,Springer Nature,2017,26,http://creativecommons.org/licenses/by/4.0,1,175964
DECISION,Springer Nature,2016,25,http://creativecommons.org/licenses/by/4.0,1,173019
DECISION,Springer Nature,2013,24,NA,NA,150563
DECISION,Springer Nature,2018,17,NA,NA,77031
Optical and Quantum Electronics,Springer Nature,2016,517,http://creativecommons.org/licenses/by/4.0,21,173019
Optical and Quantum Electronics,Springer Nature,2017,437,http://creativecommons.org/licenses/by/4.0,27,175964
Optical and Quantum Electronics,Springer Nature,2014,246,NA,NA,161462
Optical and Quantum Electronics,Springer Nature,2015,220,NA,NA,165397
Optical and Quantum Electronics,Springer Nature,2013,207,NA,NA,150563
Optical and Quantum Electronics,Springer Nature,2018,204,http://creativecommons.org/licenses/by/4.0,5,77031
Experiments in Fluids,Springer Nature,2015,228,http://creativecommons.org/licenses/by/4.0,18,165397
Experiments in Fluids,Springer Nature,2013,218,http://creativecommons.org/licenses/by/2.0,3,150563
Experiments in Fluids,Springer Nature,2014,217,http://creativecommons.org/licenses/by/2.0,1,161462
Experiments in Fluids,Springer Nature,2014,217,http://creativecommons.org/licenses/by/4.0,6,161462
Experiments in Fluids,Springer Nature,2017,187,http://creativecommons.org/licenses/by/4.0,30,175964
Experiments in Fluids,Springer Nature,2016,187,http://creativecommons.org/licenses/by/4.0,27,173019
Experiments in Fluids,Springer Nature,2018,81,http://creativecommons.org/licenses/by/4.0,18,77031
Landscape Ecology,Springer Nature,2015,186,NA,NA,165397
Landscape Ecology,Springer Nature,2014,167,NA,NA,161462
Landscape Ecology,Springer Nature,2016,149,http://creativecommons.org/licenses/by/4.0,17,173019
Landscape Ecology,Springer Nature,2013,138,NA,NA,150563
Landscape Ecology,Springer Nature,2017,121,http://creativecommons.org/licenses/by/4.0,15,175964
Landscape Ecology,Springer Nature,2018,45,http://creativecommons.org/licenses/by/4.0,12,77031
"Water, Air, & Soil Pollution",Springer Nature,2016,491,http://creativecommons.org/licenses/by/4.0,17,173019
"Water, Air, & Soil Pollution",Springer Nature,2015,465,NA,NA,165397
"Water, Air, & Soil Pollution",Springer Nature,2017,442,http://creativecommons.org/licenses/by/4.0,28,175964
"Water, Air, & Soil Pollution",Springer Nature,2013,435,NA,NA,150563
"Water, Air, & Soil Pollution",Springer Nature,2014,414,NA,NA,161462
"Water, Air, & Soil Pollution",Springer Nature,2018,170,http://creativecommons.org/licenses/by/4.0,11,77031
International Journal of Legal Medicine,Springer Nature,2017,238,http://creativecommons.org/licenses/by/4.0,24,175964
International Journal of Legal Medicine,Springer Nature,2016,211,http://creativecommons.org/licenses/by/4.0,15,173019
International Journal of Legal Medicine,Springer Nature,2014,185,NA,NA,161462
International Journal of Legal Medicine,Springer Nature,2015,165,NA,NA,165397
International Journal of Legal Medicine,Springer Nature,2013,143,NA,NA,150563
International Journal of Legal Medicine,Springer Nature,2018,99,http://creativecommons.org/licenses/by/4.0,7,77031
Microfluidics and Nanofluidics,Springer Nature,2014,218,NA,NA,161462
Microfluidics and Nanofluidics,Springer Nature,2017,188,http://creativecommons.org/licenses/by/4.0,15,175964
